,DateTime,Players,Average Players
566,2022-12-29 00:00:00,336994.0,299252.0
567,2022-12-30 00:00:00,341949.0,311883.0
568,2022-12-31 00:00:00,331457.0,311470.0
569,2023-01-01 00:00:00,331516.0,302875.0
570,2023-01-02 00:00:00,322974.0,294704.0
571,2023-01-03 00:00:00,301687.0,284171.0
572,2023-01-04 00:00:00,286256.0,210850.0
573,2023-01-05 00:00:00,328749.0,294653.0
574,2023-01-06 00:00:00,328489.0,297112.0
575,2023-01-07 00:00:00,334099.0,306757.0
576,2023-01-08 00:00:00,332977.0,311539.0
577,2023-01-09 00:00:00,323766.0,298295.0
578,2023-01-10 00:00:00,269398.0,106631.0
579,2023-01-11 00:00:00,88972.0,63250.0
580,2023-01-12 00:00:00,127183.0,95353.0
581,2023-01-13 00:00:00,150696.0,123302.0
582,2023-01-14 00:00:00,175173.0,148599.0
583,2023-01-15 00:00:00,183517.0,164012.0
584,2023-01-16 00:00:00,179028.0,160548.0
585,2023-01-17 00:00:00,176563.0,160400.0
586,2023-01-18 00:00:00,156273.0,75755.0
587,2023-01-19 00:00:00,112308.0,71179.0
588,2023-01-20 00:00:00,102997.0,69351.0
589,2023-01-21 00:00:00,130185.0,107819.0
590,2023-01-22 00:00:00,144410.0,120690.0
591,2023-01-23 00:00:00,132510.0,116807.0
592,2023-01-24 00:00:00,130413.0,113023.0
593,2023-01-25 00:00:00,122272.0,82928.0
594,2023-01-26 00:00:00,152529.0,129121.0
595,2023-01-27 00:00:00,161185.0,139807.0
596,2023-01-28 00:00:00,172031.0,151672.0
597,2023-01-29 00:00:00,178868.0,158681.0
598,2023-01-30 00:00:00,176731.0,157481.0
599,2023-01-31 00:00:00,171371.0,150902.0
600,2023-02-01 00:00:00,156887.0,106091.0
601,2023-02-02 00:00:00,187023.0,158226.0
602,2023-02-03 00:00:00,191552.0,174298.0
603,2023-02-04 00:00:00,200862.0,180919.0
604,2023-02-05 00:00:00,206492.0,185951.0
605,2023-02-06 00:00:00,200511.0,182806.0
606,2023-02-07 00:00:00,197160.0,178941.0
607,2023-02-08 00:00:00,173207.0,94860.0
608,2023-02-09 00:00:00,183282.0,131497.0
609,2023-02-10 00:00:00,216428.0,185194.0
610,2023-02-11 00:00:00,224808.0,202495.0
611,2023-02-12 00:00:00,231994.0,209383.0
612,2023-02-13 00:00:00,219098.0,202435.0
613,2023-02-14 00:00:00,200826.0,180921.0
614,2023-02-15 00:00:00,159130.0,104147.0
615,2023-02-16 00:00:00,187044.0,155460.0
616,2023-02-17 00:00:00,188740.0,166783.0
617,2023-02-18 00:00:00,199536.0,180455.0
618,2023-02-19 00:00:00,204768.0,183087.0
619,2023-02-20 00:00:00,195413.0,180369.0
620,2023-02-21 00:00:00,178936.0,166723.0
621,2023-02-22 00:00:00,156455.0,105756.0
622,2023-02-23 00:00:00,204011.0,176474.0
623,2023-02-24 00:00:00,207915.0,192513.0
624,2023-02-25 00:00:00,205521.0,187428.0
625,2023-02-26 00:00:00,208178.0,189277.0
626,2023-02-27 00:00:00,194010.0,176871.0
627,2023-02-28 00:00:00,177071.0,162146.0
628,2023-03-01 00:00:00,183567.0,127794.0
629,2023-03-02 00:00:00,203538.0,179243.0
630,2023-03-03 00:00:00,204617.0,183755.0
631,2023-03-04 00:00:00,212233.0,191763.0
632,2023-03-05 00:00:00,208858.0,193221.0
633,2023-03-06 00:00:00,190910.0,177613.0
634,2023-03-07 00:00:00,172135.0,160487.0
635,2023-03-08 00:00:00,173706.0,124912.0
636,2023-03-09 00:00:00,183493.0,167095.0
637,2023-03-10 00:00:00,164439.0,150581.0
638,2023-03-11 00:00:00,143495.0,134122.0
639,2023-03-12 00:00:00,134072.0,118154.0
640,2023-03-13 00:00:00,127417.0,114430.0
641,2023-03-14 00:00:00,110921.0,93691.0
642,2023-03-15 00:00:00,85847.0,51174.0
643,2023-03-16 00:00:00,101697.0,70252.0
644,2023-03-17 00:00:00,110326.0,91902.0
645,2023-03-18 00:00:00,112735.0,96873.0
646,2023-03-19 00:00:00,109020.0,92505.0
647,2023-03-20 00:00:00,101833.0,86306.0
648,2023-03-21 00:00:00,99872.0,85131.0
649,2023-03-22 00:00:00,81377.0,55824.0
650,2023-03-23 00:00:00,91792.0,71155.0
651,2023-03-24 00:00:00,91013.0,76912.0
652,2023-03-25 00:00:00,94860.0,81902.0
653,2023-03-26 00:00:00,97926.0,82402.0
654,2023-03-27 00:00:00,93165.0,78489.0
655,2023-03-28 00:00:00,90982.0,77117.0
656,2023-03-29 00:00:00,94420.0,60607.0
657,2023-03-30 00:00:00,89241.0,78419.0
658,2023-03-31 00:00:00,87688.0,74852.0
659,2023-04-01 00:00:00,91496.0,77043.0
660,2023-04-02 00:00:00,99663.0,83661.0
661,2023-04-03 00:00:00,94652.0,80067.0
662,2023-04-04 00:00:00,92570.0,78163.0
663,2023-04-05 00:00:00,97347.0,66200.0
664,2023-04-06 00:00:00,104411.0,89624.0
665,2023-04-07 00:00:00,104273.0,91433.0
666,2023-04-08 00:00:00,103836.0,91690.0
667,2023-04-09 00:00:00,103839.0,91732.0
668,2023-04-10 00:00:00,103872.0,89816.0
669,2023-04-11 00:00:00,88115.0,78173.0
670,2023-04-12 00:00:00,69116.0,48878.0
671,2023-04-13 00:00:00,69726.0,50938.0
672,2023-04-14 00:00:00,68321.0,56490.0
673,2023-04-15 00:00:00,75080.0,62059.0
674,2023-04-16 00:00:00,80183.0,65648.0
675,2023-04-17 00:00:00,76957.0,62903.0
676,2023-04-18 00:00:00,69096.0,60136.0
677,2023-04-19 00:00:00,68078.0,46117.0
678,2023-04-20 00:00:00,80671.0,63252.0
679,2023-04-21 00:00:00,82931.0,68828.0
680,2023-04-22 00:00:00,88160.0,75440.0
681,2023-04-23 00:00:00,89919.0,77620.0
682,2023-04-24 00:00:00,90440.0,74446.0
683,2023-04-25 00:00:00,87691.0,72803.0
684,2023-04-26 00:00:00,81187.0,55715.0
685,2023-04-27 00:00:00,93200.0,75207.0
686,2023-04-28 00:00:00,92193.0,78696.0
687,2023-04-29 00:00:00,91507.0,79148.0
688,2023-04-30 00:00:00,93034.0,79255.0
689,2023-05-01 00:00:00,94562.0,79455.0
690,2023-05-02 00:00:00,82494.0,73316.0
691,2023-05-03 00:00:00,87311.0,58451.0
692,2023-05-04 00:00:00,86696.0,70113.0
693,2023-05-05 00:00:00,65413.0,51731.0
694,2023-05-06 00:00:00,84080.0,65866.0
695,2023-05-07 00:00:00,72893.0,63321.0
696,2023-05-08 00:00:00,79997.0,59494.0
697,2023-05-09 00:00:00,80410.0,66436.0
698,2023-05-10 00:00:00,62316.0,40930.0
699,2023-05-11 00:00:00,60165.0,47070.0
700,2023-05-12 00:00:00,64338.0,51434.0
701,2023-05-13 00:00:00,68409.0,56499.0
702,2023-05-14 00:00:00,71498.0,57729.0
703,2023-05-15 00:00:00,63162.0,51295.0
704,2023-05-16 00:00:00,61218.0,48896.0
705,2023-05-17 00:00:00,69221.0,46087.0
706,2023-05-18 00:00:00,70079.0,56410.0
707,2023-05-19 00:00:00,69000.0,57367.0
708,2023-05-20 00:00:00,73392.0,59230.0
709,2023-05-21 00:00:00,74358.0,60754.0
710,2023-05-22 00:00:00,63609.0,51842.0
711,2023-05-23 00:00:00,55427.0,46859.0
712,2023-05-24 00:00:00,58973.0,37782.0
713,2023-05-25 00:00:00,53944.0,42419.0
714,2023-05-26 00:00:00,54576.0,44166.0
715,2023-05-27 00:00:00,54681.0,46110.0
716,2023-05-28 00:00:00,50136.0,42486.0
717,2023-05-29 00:00:00,46654.0,37925.0
718,2023-05-30 00:00:00,42213.0,34013.0
719,2023-05-31 00:00:00,53176.0,33907.0
720,2023-06-01 00:00:00,48576.0,39242.0
721,2023-06-02 00:00:00,43098.0,35427.0
722,2023-06-03 00:00:00,42111.0,35135.0
723,2023-06-04 00:00:00,43117.0,35080.0
724,2023-06-05 00:00:00,38626.0,30851.0
725,2023-06-06 00:00:00,37125.0,30096.0
726,2023-06-07 00:00:00,45268.0,30524.0
727,2023-06-08 00:00:00,45286.0,36630.0
728,2023-06-09 00:00:00,43836.0,35645.0
729,2023-06-10 00:00:00,41189.0,35524.0
730,2023-06-11 00:00:00,42469.0,35421.0
731,2023-06-12 00:00:00,39367.0,31735.0
732,2023-06-13 00:00:00,37858.0,30562.0
733,2023-06-14 00:00:00,51209.0,31425.0
734,2023-06-15 00:00:00,45315.0,35205.0
735,2023-06-16 00:00:00,42617.0,33820.0
736,2023-06-17 00:00:00,42301.0,34581.0
737,2023-06-18 00:00:00,41533.0,33843.0
738,2023-06-19 00:00:00,38247.0,29486.0
739,2023-06-20 00:00:00,37161.0,25576.0
740,2023-06-21 00:00:00,41961.0,27340.0
741,2023-06-22 00:00:00,37946.0,29807.0
742,2023-06-23 00:00:00,36249.0,29154.0
743,2023-06-24 00:00:00,36809.0,30440.0
744,2023-06-25 00:00:00,37635.0,29996.0
745,2023-06-26 00:00:00,33113.0,25807.0
746,2023-06-27 00:00:00,31237.0,24516.0
747,2023-06-28 00:00:00,39275.0,25485.0
748,2023-06-29 00:00:00,35565.0,27819.0
749,2023-06-30 00:00:00,33577.0,26672.0
750,2023-07-01 00:00:00,33482.0,27231.0
751,2023-07-02 00:00:00,34199.0,27142.0
752,2023-07-03 00:00:00,30977.0,23803.0
753,2023-07-04 00:00:00,30210.0,23312.0
754,2023-07-05 00:00:00,36937.0,24040.0
755,2023-07-06 00:00:00,33591.0,26695.0
756,2023-07-07 00:00:00,32068.0,25684.0
757,2023-07-08 00:00:00,32093.0,26475.0
758,2023-07-09 00:00:00,32925.0,26201.0
759,2023-07-10 00:00:00,28947.0,22913.0
760,2023-07-11 00:00:00,28247.0,22505.0
761,2023-07-12 00:00:00,41897.0,24346.0
762,2023-07-13 00:00:00,34730.0,25266.0
763,2023-07-14 00:00:00,34109.0,26885.0
764,2023-07-15 00:00:00,34146.0,27615.0
765,2023-07-16 00:00:00,34946.0,27071.0
766,2023-07-17 00:00:00,30453.0,23533.0
767,2023-07-18 00:00:00,29068.0,22457.0
768,2023-07-19 00:00:00,35927.0,22906.0
769,2023-07-20 00:00:00,31165.0,24805.0
770,2023-07-21 00:00:00,30129.0,23836.0
771,2023-07-22 00:00:00,30280.0,24679.0
772,2023-07-23 00:00:00,30983.0,24168.0
773,2023-07-24 00:00:00,28057.0,21383.0
774,2023-07-25 00:00:00,26211.0,20565.0
775,2023-07-26 00:00:00,33411.0,22161.0
776,2023-07-27 00:00:00,31127.0,23762.0
777,2023-07-28 00:00:00,29432.0,23091.0
778,2023-07-29 00:00:00,29731.0,23975.0
779,2023-07-30 00:00:00,30808.0,23930.0
780,2023-07-31 00:00:00,27320.0,21221.0
781,2023-08-01 00:00:00,26887.0,20558.0
782,2023-08-02 00:00:00,32982.0,21077.0
783,2023-08-03 00:00:00,30510.0,23408.0
784,2023-08-04 00:00:00,28624.0,22924.0
785,2023-08-05 00:00:00,29373.0,23489.0
786,2023-08-06 00:00:00,30398.0,23566.0
787,2023-08-07 00:00:00,26694.0,20962.0
788,2023-08-08 00:00:00,26086.0,19941.0
789,2023-08-09 00:00:00,34680.0,20966.0
790,2023-08-10 00:00:00,32587.0,25164.0
791,2023-08-11 00:00:00,30831.0,24473.0
792,2023-08-12 00:00:00,30412.0,24688.0
793,2023-08-13 00:00:00,30716.0,24161.0
794,2023-08-14 00:00:00,27470.0,21794.0
795,2023-08-15 00:00:00,25907.0,20496.0
796,2023-08-16 00:00:00,47729.0,12947.0
797,2023-08-17 00:00:00,46169.0,37202.0
798,2023-08-18 00:00:00,41835.0,33208.0
799,2023-08-19 00:00:00,41569.0,33609.0
800,2023-08-20 00:00:00,42180.0,33310.0
801,2023-08-21 00:00:00,37897.0,29351.0
802,2023-08-22 00:00:00,37191.0,28338.0
803,2023-08-23 00:00:00,42703.0,28756.0
804,2023-08-24 00:00:00,40025.0,31227.0
805,2023-08-25 00:00:00,40216.0,31629.0
806,2023-08-26 00:00:00,41283.0,33187.0
807,2023-08-27 00:00:00,42871.0,33314.0
808,2023-08-28 00:00:00,36900.0,29153.0
809,2023-08-29 00:00:00,35880.0,28075.0
810,2023-08-30 00:00:00,27881.0,17240.0
811,2023-08-31 00:00:00,40645.0,31449.0
812,2023-09-01 00:00:00,37734.0,29771.0
813,2023-09-02 00:00:00,38101.0,30423.0
814,2023-09-03 00:00:00,38743.0,30090.0
815,2023-09-04 00:00:00,36229.0,27370.0
816,2023-09-05 00:00:00,32973.0,25331.0
817,2023-09-06 00:00:00,40510.0,24896.0
818,2023-09-07 00:00:00,39115.0,29776.0
819,2023-09-08 00:00:00,37568.0,29924.0
820,2023-09-09 00:00:00,38891.0,31334.0
821,2023-09-10 00:00:00,40124.0,31381.0
822,2023-09-11 00:00:00,35271.0,27481.0
823,2023-09-12 00:00:00,35534.0,27261.0
824,2023-09-13 00:00:00,55818.0,28059.0
825,2023-09-14 00:00:00,53770.0,37796.0
826,2023-09-15 00:00:00,50440.0,40522.0
827,2023-09-16 00:00:00,52038.0,42220.0
828,2023-09-17 00:00:00,52263.0,41724.0
829,2023-09-18 00:00:00,45861.0,35831.0
830,2023-09-19 00:00:00,45153.0,34271.0
831,2023-09-20 00:00:00,54695.0,33654.0
832,2023-09-21 00:00:00,49670.0,39644.0
833,2023-09-22 00:00:00,50602.0,39245.0
834,2023-09-23 00:00:00,51237.0,41282.0
835,2023-09-24 00:00:00,51844.0,40353.0
836,2023-09-25 00:00:00,45824.0,35234.0
837,2023-09-26 00:00:00,42563.0,33492.0
838,2023-09-27 00:00:00,53643.0,32503.0
839,2023-09-28 00:00:00,48328.0,38708.0
840,2023-09-29 00:00:00,46746.0,38697.0
841,2023-09-30 00:00:00,49569.0,39707.0
842,2023-10-01 00:00:00,47194.0,37701.0
843,2023-10-02 00:00:00,42540.0,33475.0
844,2023-10-03 00:00:00,40861.0,32344.0
845,2023-10-04 00:00:00,53225.0,32229.0
846,2023-10-05 00:00:00,51521.0,41177.0
847,2023-10-06 00:00:00,48661.0,39882.0
848,2023-10-07 00:00:00,51135.0,41105.0
849,2023-10-08 00:00:00,49803.0,41112.0
850,2023-10-09 00:00:00,49889.0,37271.0
851,2023-10-10 00:00:00,46346.0,35939.0
852,2023-10-11 00:00:00,50800.0,28527.0
853,2023-10-12 00:00:00,55958.0,44304.0
854,2023-10-13 00:00:00,49585.0,40952.0
855,2023-10-14 00:00:00,51541.0,41692.0
856,2023-10-15 00:00:00,48581.0,40116.0
857,2023-10-16 00:00:00,45089.0,35992.0
858,2023-10-17 00:00:00,41800.0,32147.0
859,2023-10-18 00:00:00,52358.0,29831.0
